iter	Passed	Remaining
655	878	460
656	879	459
657	880	457
658	881	456
659	882	454
660	883	452
661	884	451
662	885	449
663	886	448
664	887	446
665	888	445
666	889	443
667	889	442
668	890	440
669	892	439
670	893	437
671	894	436
672	895	435
673	896	433
674	897	432
675	898	430
676	899	429
677	900	427
678	901	426
679	902	424
680	903	423
681	904	421
682	905	420
683	907	419
684	908	417
685	909	416
686	910	414
687	911	413
688	912	411
689	913	410
690	914	409
691	915	407
692	916	406
693	917	404
694	919	403
695	920	401
696	921	400
697	923	399
698	924	398
699	925	396
700	926	395
701	927	393
702	928	392
703	929	390
704	930	389
705	930	387
706	931	386
707	932	384
708	933	383
709	935	381
710	936	380
711	937	379
712	938	377
713	939	376
714	940	375
715	941	373
716	943	372
717	944	370
718	945	369
719	946	368
720	947	366
721	948	365
722	949	363
723	950	362
724	951	361
725	952	359
726	954	358
727	955	357
728	956	355
729	957	354
730	959	352
731	960	351
732	961	350
733	962	348
734	963	347
735	964	346
736	966	344
737	967	343
738	968	341
739	969	340
740	970	339
741	971	337
742	972	336
743	973	335
744	974	333
745	975	332
746	976	330
747	978	329
748	979	328
749	980	326
750	981	325
751	982	323
752	983	322
753	984	321
754	985	319
755	986	318
756	987	317
757	988	315
758	989	314
759	991	312
760	992	311
761	993	310
762	994	308
763	995	307
764	996	306
765	997	304
766	998	303
767	999	302
768	1000	300
769	1002	299
770	1003	297
771	1004	296
772	1005	295
773	1006	293
774	1007	292
775	1008	291
776	1009	289
777	1011	288
778	1012	287
779	1013	285
780	1014	284
781	1015	283
782	1016	281
783	1018	280
784	1019	279
785	1020	277
786	1021	276
787	1022	275
788	1023	273
789	1024	272
790	1025	271
791	1026	269
792	1027	268
793	1028	266
794	1029	265
795	1030	264
796	1031	262
797	1032	261
798	1033	260
799	1034	258
800	1035	257
801	1036	255
802	1037	254
803	1038	253
804	1040	251
805	1040	250
806	1042	249
807	1043	247
808	1044	246
809	1045	245
810	1046	243
811	1047	242
812	1048	241
813	1049	239
814	1050	238
815	1051	237
816	1052	235
817	1053	234
818	1054	233
819	1055	231
820	1056	230
821	1057	228
822	1058	227
823	1059	226
824	1060	224
825	1061	223
826	1062	222
827	1063	220
828	1064	219
829	1065	218
830	1066	216
831	1067	215
832	1068	214
833	1069	212
834	1070	211
835	1071	210
836	1072	208
837	1073	207
838	1074	206
839	1075	204
840	1076	203
841	1077	202
842	1079	200
843	1080	199
844	1081	198
845	1082	197
846	1083	195
847	1084	194
848	1085	193
849	1086	191
850	1087	190
851	1088	189
852	1089	187
853	1090	186
854	1091	185
855	1092	183
856	1093	182
857	1094	181
858	1095	179
859	1096	178
860	1097	177
861	1098	175
862	1099	174
863	1101	173
864	1102	172
865	1103	170
866	1104	169
867	1105	168
868	1106	166
869	1107	165
870	1108	164
871	1109	162
872	1110	161
873	1111	160
874	1112	158
875	1113	157
876	1115	156
877	1116	155
878	1117	153
879	1118	152
880	1119	151
881	1120	149
882	1121	148
883	1122	147
884	1123	145
885	1124	144
886	1125	143
887	1126	142
888	1127	140
889	1128	139
890	1129	138
891	1130	136
892	1131	135
893	1132	134
894	1133	132
895	1134	131
896	1135	130
897	1136	129
898	1137	127
899	1138	126
900	1139	125
901	1140	123
902	1141	122
903	1142	121
904	1143	120
905	1144	118
906	1146	117
907	1147	116
908	1148	114
909	1149	113
910	1150	112
911	1151	111
912	1152	109
913	1153	108
914	1154	107
915	1155	105
916	1156	104
917	1157	103
918	1158	102
919	1159	100
920	1160	99
921	1161	98
922	1163	97
923	1164	95
924	1165	94
925	1166	93
926	1167	91
927	1168	90
928	1169	89
929	1170	88
930	1171	86
931	1172	85
932	1173	84
933	1174	82
934	1175	81
935	1176	80
936	1177	79
937	1178	77
938	1179	76
939	1180	75
940	1181	74
941	1182	72
942	1183	71
943	1184	70
944	1185	68
945	1186	67
946	1187	66
947	1188	65
948	1189	63
949	1190	62
950	1191	61
951	1193	60
952	1193	58
953	1194	57
954	1196	56
955	1197	55
956	1198	53
957	1199	52
958	1200	51
959	1201	50
960	1202	48
961	1203	47
962	1204	46
963	1206	45
964	1207	43
965	1208	42
966	1209	41
967	1210	40
968	1211	38
969	1212	37
970	1213	36
971	1214	34
972	1215	33
973	1216	32
974	1217	31
975	1219	29
976	1220	28
977	1221	27
978	1222	26
979	1223	24
980	1224	23
981	1225	22
982	1226	21
983	1227	19
984	1228	18
985	1229	17
986	1230	16
987	1231	14
988	1232	13
989	1233	12
990	1234	11
991	1235	9
992	1236	8
993	1237	7
994	1238	6
995	1239	4
996	1240	3
997	1241	2
998	1242	1
999	1243	0
